Unnamed: 0,id,scene,subject,script,intention
261,IB987,Bedroom,YMXV,Person is lying on floor by doorway playing with clothes then starts throwing clothes.,throwing
262,FWQYI,Living room,XXN8,A person is standing and holding a towel. The person walks over to the television and begins dusting it with the towel. Then the person begins tidying the rest of the room.,dusting
263,SFWBN,Living room,D0RU,"A person is dressing under the window. Then, throwing their clothes onto a blanket, the person begins watching TV.",watching
264,Q7RK6,Living room,6RE8,"A person in the living room is undressing by taking their clothes off and placing them on top of a bed. They begin running towards a mirror, while also stepping over a pillow.",running
265,YGYU5,Bedroom,HR43,"person is sitting on a pile of clothes drinking coffee, then starts tidying.",tidying
266,CPFLM,Hallway,WQ8Z,"A person is sneezing into a pillow, then the person starts throwing clothes onto a chair.",throwing
267,6LR93,Pantry,C7O9,A person is tidying up some coffee containers in the pantry then starts working on cleaning some dishes.,working
269,1MZJF,Living room,CC8X,A person is grasping their shoes as the person pulls them off. Then the person walks to the television and begins sitting down on the floor in front of it.,sitting
270,DEXMO,Hallway,D0RU,A person is seen standing in the garage with a broom. They begin leaving to put some clothes away.,leaving
271,4MPPQ,Garage,0RNU,"A person is grasping a vacuum. They set it down and begin working to fix it. The person gives up, and sets it in a cabinet.",working
272,MSW4E,Closet / Walk-in closet / Spear closet,ID9V,A person is drinking coffee in a walk-in closet. The person is also eating some food. The person begins washing shelves in the closet. The person watches a video on a phone while the person is doing this.,washing
274,Q166J,Living room,YMXV,A person is sitting in a chair and talking on the phone. The person begins opening a book and doodling as the person talks.,opening
275,X8DZV,Dining room,P6LJ,A person turns on a light and sits down on a chair drinking some water. The person begins standing and opens a box to grab a pillow.,standing
276,UIIF3,Kitchen,WG9D,A person is walking over to the stove. The person begins smiling as the person picks up their phone.,smiling
277,Q9IYO,Stairs,0KZ7,"A person is snuggling with a blanket, then the person starts playing with a book.",playing
278,L0NFK,Living room,CCI9,Person 1 is snuggling with person 2 on the sofa. Person 1 starts playing with person 2 by throwing a pillow at them.,playing
279,EN9TD,Living room,9OK1,A person is standing and drinking coffee.  They begin closing a box.,closing
280,5OB3W,Kitchen,XXN8,A person is seen putting groceries away sitting down. They begin opening bags and are startled when they begin pulling out dishes.,opening
281,OZ6SB,Garage,HJJ4,The person is putting dishes in a box.  They begin sneezing.,sneezing
282,AAGZ2,Kitchen,ENC8,A person enters and throws a pillow on the floor then starts cooking on a stove.,cooking
284,K87AC,Bedroom,6RE8,"One person closes the door and starts undressing and then dressing with items from a cabinet, then leaves laughing.",undressing
285,FRXS5,Living room,1OHU,A person runs in and begins tidying the room and running a vacuum next to a desk with a camera on top.,tidying
287,6CGRP,Bathroom,LWUV,"A person is tidying the room with a vacuum. They reach for the doorknob, and begin sneezing. When they pull their hand back they stop. They reach for it again and start sneezing. So they lie down on the floor and stare at the light.",sneezing
288,TKAFY,Bedroom,D0RU,A person awakens and begins dressing. They then go and turn on the television sitting on the table.,dressing
289,RSG1C,Kitchen,Z68L,"One person puts a bag in a cabinet, then starts washing the stove while laughing.",washing
290,S7RGX,Kitchen,P6LJ,A person grabs the soap from the shelf and starts running some water in the sink. They sneeze from the mist and dust that is kicked up.,running
291,P4DL9,Kitchen,DXDI,"One person closes the refrigerator, then starts cooking at the stove. Finally, this person grasps a camera next to the sink.",cooking
292,646CU,Closet / Walk-in closet / Spear closet,0KZ7,"A person is undressing their shoes, then the person starts playing with a light.",playing
293,AFY5E,Bedroom,BYF9,A person is opening the door to a bedroom.  The person is holding a glass of water and drinking it while standing next to the bed.  The person then starts tidying the area by the bed using a broom.,tidying
294,9S0QC,Bathroom,EXQX,A person is throwing shoes at a pillow. Then the person starts leaving the room with the shoes.,leaving
295,W4Z9Z,Garage,DXDI,"One person in a chair by a cabinet smiles while holding a mirror, then starts sneezing.",sneezing
296,NF9ZR,Bedroom,YMXV,"One person opens a doorknob at the top of the stairs, while another person wrapped in a blanket starts dressing.",dressing
297,ILKXV,Entryway (A hall that is generally located at the entrance of a house),ZAWX,A person opens the door to the bathroom then walks through the doorway. The person the starts laughing as the pick up some clothes off the floor.,laughing
298,92TUQ,Stairs,1OHU,"Person takes off shoes and carries a bag up the stairs.  After putting the bag at the top of the stairs, the person begins walking back down the stairs.",walking
299,FS94F,Entryway (A hall that is generally located at the entrance of a house),D0RU,A person is pouring a drink into a glass. The person walks over to a picture and starts laughing and pointing at it.,laughing
300,5124,Basement (A room below the ground floor),ZAWX,"A person walks into the basement, holding a camera and drinking a cup of coffee. The person sits down and begins taking pictures of themselves with the camera.",taking
301,2J4MA,Kitchen,4OHY,A person is looking in a box that has clothes in it. They finish eating a sandwich and begin opening the refrigerator to find more food.,opening
302,K0C0A,Kitchen,0EUL,"A person sits in a chair and looks in the mirror, smiling. The person opens a bag of groceries and begins putting them away.",putting
305,STG2D,Kitchen,WQ8Z,Person grasping handle on cabinet to get mirror after getting mirror person starts walking away from cabinet.,walking
307,WSS3R,Closet / Walk-in closet / Spear closet,38MV,A person in a towel starts dressing in the closet. Another person runs in and starts tidying up a messy cabinet.,dressing
309,S0Z00,Garage,YA10,"One person puts down a phone, a book and a laptop, then sneezes and starts laughing.",laughing
310,QU8YS,Dining room,BYF9,A person is the dining room watching television while drinking a cup of coffee. The same person then randomly starts smiling.,smiling
311,H4YTC,Laundry room,LTAC,"A person takes a broom from the corner and begins working on cleaning the floor. The person finishes up, turns off the light, and exits through the doorway.",working
312,LVLVR,Pantry,T7C3,"A person sits next to a glass and a bag.  They open the bag, grasp something from it and begin eating.",eating
313,F1DQD,Living room,JVLO,"A person is smiling and laughing at a table with another person, sharing food. One person picks up a book and points at a certain word and they begin laughing some more.",laughing
315,D444N,Bedroom,H8N1,"Person hangs bag on doorknob, then starts watching funny videos on phone and starts laughing.",watching
316,U3T5A,Kitchen,2RTW,A person pouring a glass of water to drink starts laughing uncontrollably and spills the water on some food on a plate.,laughing
317,IUOC0,Home Office / Study (A room in a house used for work),BYF9,"A person runs into the middle of an office, holding a box and a sandwich in opposite hands.  They stand there a moment, before closing the door to the office and sitting down in the chair in front of the desk.  They begin watching something on their monitor as they enjoy their sandwich.",watching
318,EO9UA,Kitchen,9PLL,A person is seen washing a shelf. They take a broom and begin tidying the area nearby.,tidying
319,FXIVQ,Dining room,YA10,"One person with a sandwich on a dish walks up to a cabinet, gets a glass and starts drinking.",drinking
320,29E4A,Entryway (A hall that is generally located at the entrance of a house),P6LJ,Person is standing in hallway putting on shoes and starts dressing by mirror to go out and get groceries.,dressing
321,OEYA3,Closet / Walk-in closet / Spear closet,OUKK,"A person sits in a chair in the closet, putting on a pair of shoes. The person looks around and begins tidying the closet.",tidying
322,LF8HG,Basement (A room below the ground floor),QB52,"A person is grasping a laptop, then the person starts playing with a camera they found.",playing
324,9V66G,Bedroom,L4ZP,"A person is throwing dishes into a wardrobe. They stop, turn around, and begin drinking a beverage while admiring their reflection in the mirror",drinking
